student_username,contact_name,relation,mobile,notes
dps.stu.00377,Makwana Family,Parent,+91-9600000377,Generated local testing contact
dps.stu.00378,Jadeja Family,Parent,+91-9600000378,Generated local testing contact
dps.stu.00379,Gohil Family,Parent,+91-9600000379,Generated local testing contact
dps.stu.00380,Barot Family,Parent,+91-9600000380,Generated local testing contact
dps.stu.00381,Patel Family,Parent,+91-9600000381,Generated local testing contact
dps.stu.00382,Shah Family,Parent,+91-9600000382,Generated local testing contact
dps.stu.00383,Desai Family,Parent,+91-9600000383,Generated local testing contact
dps.stu.00384,Mehta Family,Parent,+91-9600000384,Generated local testing contact
dps.stu.00385,Joshi Family,Parent,+91-9600000385,Generated local testing contact
dps.stu.00386,Trivedi Family,Parent,+91-9600000386,Generated local testing contact
dps.stu.00387,Parmar Family,Parent,+91-9600000387,Generated local testing contact
dps.stu.00388,Solanki Family,Parent,+91-9600000388,Generated local testing contact
dps.stu.00389,Thakkar Family,Parent,+91-9600000389,Generated local testing contact
dps.stu.00390,Prajapati Family,Parent,+91-9600000390,Generated local testing contact
dps.stu.00391,Chauhan Family,Parent,+91-9600000391,Generated local testing contact
dps.stu.00392,Rathod Family,Parent,+91-9600000392,Generated local testing contact
dps.stu.00393,Vyas Family,Parent,+91-9600000393,Generated local testing contact
dps.stu.00394,Dave Family,Parent,+91-9600000394,Generated local testing contact
dps.stu.00395,Bhatt Family,Parent,+91-9600000395,Generated local testing contact
dps.stu.00396,Panchal Family,Parent,+91-9600000396,Generated local testing contact
dps.stu.00397,Makwana Family,Parent,+91-9600000397,Generated local testing contact
dps.stu.00398,Jadeja Family,Parent,+91-9600000398,Generated local testing contact
dps.stu.00399,Gohil Family,Parent,+91-9600000399,Generated local testing contact
dps.stu.00400,Barot Family,Parent,+91-9600000400,Generated local testing contact
dps.stu.00401,Patel Family,Parent,+91-9600000401,Generated local testing contact
dps.stu.00402,Shah Family,Parent,+91-9600000402,Generated local testing contact
dps.stu.00403,Desai Family,Parent,+91-9600000403,Generated local testing contact
dps.stu.00404,Mehta Family,Parent,+91-9600000404,Generated local testing contact
dps.stu.00405,Joshi Family,Parent,+91-9600000405,Generated local testing contact
dps.stu.00406,Trivedi Family,Parent,+91-9600000406,Generated local testing contact
dps.stu.00407,Parmar Family,Parent,+91-9600000407,Generated local testing contact
dps.stu.00408,Solanki Family,Parent,+91-9600000408,Generated local testing contact
dps.stu.00409,Thakkar Family,Parent,+91-9600000409,Generated local testing contact
dps.stu.00410,Prajapati Family,Parent,+91-9600000410,Generated local testing contact
dps.stu.00411,Chauhan Family,Parent,+91-9600000411,Generated local testing contact
dps.stu.00412,Rathod Family,Parent,+91-9600000412,Generated local testing contact
dps.stu.00413,Vyas Family,Parent,+91-9600000413,Generated local testing contact
dps.stu.00414,Dave Family,Parent,+91-9600000414,Generated local testing contact
dps.stu.00415,Bhatt Family,Parent,+91-9600000415,Generated local testing contact
dps.stu.00416,Panchal Family,Parent,+91-9600000416,Generated local testing contact
dps.stu.00417,Makwana Family,Parent,+91-9600000417,Generated local testing contact
dps.stu.00418,Jadeja Family,Parent,+91-9600000418,Generated local testing contact
dps.stu.00419,Gohil Family,Parent,+91-9600000419,Generated local testing contact
dps.stu.00420,Barot Family,Parent,+91-9600000420,Generated local testing contact
dps.stu.00421,Patel Family,Parent,+91-9600000421,Generated local testing contact
dps.stu.00422,Shah Family,Parent,+91-9600000422,Generated local testing contact
dps.stu.00423,Desai Family,Parent,+91-9600000423,Generated local testing contact
dps.stu.00424,Mehta Family,Parent,+91-9600000424,Generated local testing contact
dps.stu.00425,Joshi Family,Parent,+91-9600000425,Generated local testing contact
dps.stu.00426,Trivedi Family,Parent,+91-9600000426,Generated local testing contact
dps.stu.00427,Parmar Family,Parent,+91-9600000427,Generated local testing contact
dps.stu.00428,Solanki Family,Parent,+91-9600000428,Generated local testing contact
dps.stu.00429,Thakkar Family,Parent,+91-9600000429,Generated local testing contact
dps.stu.00430,Prajapati Family,Parent,+91-9600000430,Generated local testing contact
dps.stu.00431,Chauhan Family,Parent,+91-9600000431,Generated local testing contact
dps.stu.00432,Rathod Family,Parent,+91-9600000432,Generated local testing contact
dps.stu.00433,Vyas Family,Parent,+91-9600000433,Generated local testing contact
dps.stu.00434,Dave Family,Parent,+91-9600000434,Generated local testing contact
dps.stu.00435,Bhatt Family,Parent,+91-9600000435,Generated local testing contact
dps.stu.00436,Panchal Family,Parent,+91-9600000436,Generated local testing contact
dps.stu.00437,Makwana Family,Parent,+91-9600000437,Generated local testing contact
dps.stu.00438,Jadeja Family,Parent,+91-9600000438,Generated local testing contact
dps.stu.00439,Gohil Family,Parent,+91-9600000439,Generated local testing contact
dps.stu.00440,Barot Family,Parent,+91-9600000440,Generated local testing contact
dps.stu.00441,Patel Family,Parent,+91-9600000441,Generated local testing contact
dps.stu.00442,Shah Family,Parent,+91-9600000442,Generated local testing contact
dps.stu.00443,Desai Family,Parent,+91-9600000443,Generated local testing contact
dps.stu.00444,Mehta Family,Parent,+91-9600000444,Generated local testing contact
dps.stu.00445,Joshi Family,Parent,+91-9600000445,Generated local testing contact
dps.stu.00446,Trivedi Family,Parent,+91-9600000446,Generated local testing contact
dps.stu.00447,Parmar Family,Parent,+91-9600000447,Generated local testing contact
dps.stu.00448,Solanki Family,Parent,+91-9600000448,Generated local testing contact
dps.stu.00449,Thakkar Family,Parent,+91-9600000449,Generated local testing contact
dps.stu.00450,Prajapati Family,Parent,+91-9600000450,Generated local testing contact
dps.stu.00451,Chauhan Family,Parent,+91-9600000451,Generated local testing contact
dps.stu.00452,Rathod Family,Parent,+91-9600000452,Generated local testing contact
dps.stu.00453,Vyas Family,Parent,+91-9600000453,Generated local testing contact
dps.stu.00454,Dave Family,Parent,+91-9600000454,Generated local testing contact
dps.stu.00455,Bhatt Family,Parent,+91-9600000455,Generated local testing contact
dps.stu.00456,Panchal Family,Parent,+91-9600000456,Generated local testing contact
dps.stu.00457,Makwana Family,Parent,+91-9600000457,Generated local testing contact
dps.stu.00458,Jadeja Family,Parent,+91-9600000458,Generated local testing contact
dps.stu.00459,Gohil Family,Parent,+91-9600000459,Generated local testing contact
dps.stu.00460,Barot Family,Parent,+91-9600000460,Generated local testing contact
dps.stu.00461,Patel Family,Parent,+91-9600000461,Generated local testing contact
dps.stu.00462,Shah Family,Parent,+91-9600000462,Generated local testing contact
dps.stu.00463,Desai Family,Parent,+91-9600000463,Generated local testing contact
dps.stu.00464,Mehta Family,Parent,+91-9600000464,Generated local testing contact
dps.stu.00465,Joshi Family,Parent,+91-9600000465,Generated local testing contact
dps.stu.00466,Trivedi Family,Parent,+91-9600000466,Generated local testing contact
dps.stu.00467,Parmar Family,Parent,+91-9600000467,Generated local testing contact
dps.stu.00468,Solanki Family,Parent,+91-9600000468,Generated local testing contact
dps.stu.00469,Thakkar Family,Parent,+91-9600000469,Generated local testing contact
dps.stu.00470,Prajapati Family,Parent,+91-9600000470,Generated local testing contact
dps.stu.00471,Chauhan Family,Parent,+91-9600000471,Generated local testing contact
dps.stu.00472,Rathod Family,Parent,+91-9600000472,Generated local testing contact
dps.stu.00473,Vyas Family,Parent,+91-9600000473,Generated local testing contact
dps.stu.00474,Dave Family,Parent,+91-9600000474,Generated local testing contact
dps.stu.00475,Bhatt Family,Parent,+91-9600000475,Generated local testing contact
dps.stu.00476,Panchal Family,Parent,+91-9600000476,Generated local testing contact
dps.stu.00477,Makwana Family,Parent,+91-9600000477,Generated local testing contact
dps.stu.00478,Jadeja Family,Parent,+91-9600000478,Generated local testing contact
dps.stu.00479,Gohil Family,Parent,+91-9600000479,Generated local testing contact
dps.stu.00480,Barot Family,Parent,+91-9600000480,Generated local testing contact
dps.stu.00481,Patel Family,Parent,+91-9600000481,Generated local testing contact
dps.stu.00482,Shah Family,Parent,+91-9600000482,Generated local testing contact
dps.stu.00483,Desai Family,Parent,+91-9600000483,Generated local testing contact
dps.stu.00484,Mehta Family,Parent,+91-9600000484,Generated local testing contact
dps.stu.00485,Joshi Family,Parent,+91-9600000485,Generated local testing contact
dps.stu.00486,Trivedi Family,Parent,+91-9600000486,Generated local testing contact
dps.stu.00487,Parmar Family,Parent,+91-9600000487,Generated local testing contact
dps.stu.00488,Solanki Family,Parent,+91-9600000488,Generated local testing contact
dps.stu.00489,Thakkar Family,Parent,+91-9600000489,Generated local testing contact
dps.stu.00490,Prajapati Family,Parent,+91-9600000490,Generated local testing contact
dps.stu.00491,Chauhan Family,Parent,+91-9600000491,Generated local testing contact
dps.stu.00492,Rathod Family,Parent,+91-9600000492,Generated local testing contact
dps.stu.00493,Vyas Family,Parent,+91-9600000493,Generated local testing contact
dps.stu.00494,Dave Family,Parent,+91-9600000494,Generated local testing contact
dps.stu.00495,Bhatt Family,Parent,+91-9600000495,Generated local testing contact
dps.stu.00496,Panchal Family,Parent,+91-9600000496,Generated local testing contact
dps.stu.00497,Makwana Family,Parent,+91-9600000497,Generated local testing contact
dps.stu.00498,Jadeja Family,Parent,+91-9600000498,Generated local testing contact
dps.stu.00499,Gohil Family,Parent,+91-9600000499,Generated local testing contact
dps.stu.00500,Barot Family,Parent,+91-9600000500,Generated local testing contact
dps.stu.00501,Patel Family,Parent,+91-9600000501,Generated local testing contact
dps.stu.00502,Shah Family,Parent,+91-9600000502,Generated local testing contact
dps.stu.00503,Desai Family,Parent,+91-9600000503,Generated local testing contact
dps.stu.00504,Mehta Family,Parent,+91-9600000504,Generated local testing contact
dps.stu.00505,Joshi Family,Parent,+91-9600000505,Generated local testing contact
dps.stu.00506,Trivedi Family,Parent,+91-9600000506,Generated local testing contact
dps.stu.00507,Parmar Family,Parent,+91-9600000507,Generated local testing contact
dps.stu.00508,Solanki Family,Parent,+91-9600000508,Generated local testing contact
dps.stu.00509,Thakkar Family,Parent,+91-9600000509,Generated local testing contact
dps.stu.00510,Prajapati Family,Parent,+91-9600000510,Generated local testing contact
dps.stu.00511,Chauhan Family,Parent,+91-9600000511,Generated local testing contact
dps.stu.00512,Rathod Family,Parent,+91-9600000512,Generated local testing contact
dps.stu.00513,Vyas Family,Parent,+91-9600000513,Generated local testing contact
dps.stu.00514,Dave Family,Parent,+91-9600000514,Generated local testing contact
dps.stu.00515,Bhatt Family,Parent,+91-9600000515,Generated local testing contact
dps.stu.00516,Panchal Family,Parent,+91-9600000516,Generated local testing contact
dps.stu.00517,Makwana Family,Parent,+91-9600000517,Generated local testing contact
dps.stu.00518,Jadeja Family,Parent,+91-9600000518,Generated local testing contact
dps.stu.00519,Gohil Family,Parent,+91-9600000519,Generated local testing contact
dps.stu.00520,Barot Family,Parent,+91-9600000520,Generated local testing contact
dps.stu.00521,Patel Family,Parent,+91-9600000521,Generated local testing contact
dps.stu.00522,Shah Family,Parent,+91-9600000522,Generated local testing contact
dps.stu.00523,Desai Family,Parent,+91-9600000523,Generated local testing contact
dps.stu.00524,Mehta Family,Parent,+91-9600000524,Generated local testing contact
dps.stu.00525,Joshi Family,Parent,+91-9600000525,Generated local testing contact
dps.stu.00526,Trivedi Family,Parent,+91-9600000526,Generated local testing contact
dps.stu.00527,Parmar Family,Parent,+91-9600000527,Generated local testing contact
dps.stu.00528,Solanki Family,Parent,+91-9600000528,Generated local testing contact
dps.stu.00529,Thakkar Family,Parent,+91-9600000529,Generated local testing contact
dps.stu.00530,Prajapati Family,Parent,+91-9600000530,Generated local testing contact
dps.stu.00531,Chauhan Family,Parent,+91-9600000531,Generated local testing contact
dps.stu.00532,Rathod Family,Parent,+91-9600000532,Generated local testing contact
dps.stu.00533,Vyas Family,Parent,+91-9600000533,Generated local testing contact
dps.stu.00534,Dave Family,Parent,+91-9600000534,Generated local testing contact
dps.stu.00535,Bhatt Family,Parent,+91-9600000535,Generated local testing contact
dps.stu.00536,Panchal Family,Parent,+91-9600000536,Generated local testing contact
dps.stu.00537,Makwana Family,Parent,+91-9600000537,Generated local testing contact
dps.stu.00538,Jadeja Family,Parent,+91-9600000538,Generated local testing contact
dps.stu.00539,Gohil Family,Parent,+91-9600000539,Generated local testing contact
dps.stu.00540,Barot Family,Parent,+91-9600000540,Generated local testing contact
dps.stu.00541,Patel Family,Parent,+91-9600000541,Generated local testing contact
dps.stu.00542,Shah Family,Parent,+91-9600000542,Generated local testing contact
dps.stu.00543,Desai Family,Parent,+91-9600000543,Generated local testing contact
dps.stu.00544,Mehta Family,Parent,+91-9600000544,Generated local testing contact
dps.stu.00545,Joshi Family,Parent,+91-9600000545,Generated local testing contact
dps.stu.00546,Trivedi Family,Parent,+91-9600000546,Generated local testing contact
dps.stu.00547,Parmar Family,Parent,+91-9600000547,Generated local testing contact
dps.stu.00548,Solanki Family,Parent,+91-9600000548,Generated local testing contact
dps.stu.00549,Thakkar Family,Parent,+91-9600000549,Generated local testing contact
dps.stu.00550,Prajapati Family,Parent,+91-9600000550,Generated local testing contact
